title,subject
Cork and Fuzz,"Winning and losing,Muskrat,Lost articles,Lost and found possessions,Opossums,Juvenile fiction,Porcupines,Fiction,Babysitters,Picture books,Body size,Best friends,Ducks,Friendship,Collectors and collecting,Size,Animals,Stature,Children's fiction,Collectors and collecting, fiction,Friendship, fiction,Ducks, fiction,Muskrats, fiction,Opossums, fiction,Amis,Romans, nouvelles, etc. pour la jeunesse,Rats musqués,Amitié,Muskrats,Size and shape, fiction,Winning and losing, fiction"
The Hueys in What's the opposite?,"Fiction,English language,Synonyms and antonyms,Polarity,Polarität,Hueys (Fictitious characters : Jeffers),Unterschied,Juvenile fiction,Gegensatz,Pictorial works,Polarity, fiction,Children's fiction,Picture books,Toy and movable books"
Hortense and the shadow,"Imagination,Juvenile fiction,Shades and shadows,Children's fiction,Picture books,Shadows, fiction"
Hurry! hurry!,"Eggs,Chickens,Domestic animals,Fiction,Juvenile fiction,Children's fiction,Eggs, fiction,Domestic animals, fiction,Chickens, fiction,Picture books"
Me too!,"Brothers and sisters,Children's stories, American,Juvenile fiction,Fiction,Little Critter (Fictitious character),Children's fiction,Brothers and sisters, fiction,Animals, fiction,Siblings, fiction,Picture books for children,Picture books"
Ryan respects,"Schools,Teasing,Conduct of life,Fiction,Children's fiction,Conduct of life, fiction,Schools, fiction,Picture books,Boys, fiction,Friendship, fiction"
Nancy Clancy sees the future,"Fortune telling,Fiction,Children's fiction,Picture books,nyt:series-books=2013-10-20,New York Times bestseller,Occultism, fiction"
The Velveteen Rabbit,"Children's fiction,Love, fiction,Picture books,Toys, fiction,Rabbits, fiction,Toys,Fiction,Rabbits,JUVENILE FICTION / Classics,Love,Pictorial works,Juvenile fiction,Hase,Liebe,Spielzeug"
Insectlopedia,"Insects,Juvenile literature,American poetry,Juvenile poetry,Children's poetry, American,Insects in art,Poetry,Picture books,Insects, juvenile literature,Children's poetry,Insects, poetry,Children - insects,Poetry - assorted topics,Children - art & architecture"
The Naughty Knight,"Children's fiction,Witches, fiction,Picture books,Winnie, the Witch (Fictitious character) -- Pictorial works -- Juvenile fiction,Wilbur (Fictitious character from Thomas) -- Pictorial works -- Juvenile fiction,JUVENILE FICTION -- Science Fiction, Fantasy, Magic,Witches -- Pictorial works -- Juvenile fiction,Witches"
Angelo,"Children's stories,Ingelesa-,Lecturas-,Irakurgaiak-,Haur eta gazteentzako liburuak,Libros infantiles,Lengua inglesa-,Fiction, general,Children's fiction,Picture books,Family, fiction,Travel, fiction"
The Great Diamond Chase,"Children's fiction,Adventure and adventurers, fiction,Rabbits, fiction,London (england), fiction,Picture books"
Akiak,"Iditarod (Race),Juvenile fiction,Sled dog racing,Fiction,Sled dogs,Dogs,Dogs, fiction,Winter sports, fiction,Children's fiction,Alaska Iditarod Trail Sled Dog Race,Alaska, fiction,Picture books"
Little Donkey Close Your Eyes,"Fiction,Animals,Stories in rhyme,Sleep,Bedtime,Juvenile fiction,Children's fiction,Night, fiction,Picture books for children,Picture books,Sleep, fiction,Animals, fiction,Parent and child"
Behaviour Matters,"Conduct of life,Juvenile fiction,Children's fiction,Sharing, fiction,Picture books,Truthfulness and falsehood, fiction"
"The Hello, Goodbye Window","Caldecott medal book,Picture books,Grandparent and child,Windows,Grandparents,Juvenile fiction,Day,Fiction,Grandparent-grandchild relationship,Picture books for children,Days,Grandparent,Salutations,Children's fiction,Grandparents, fiction,collectionID:caldecott00,award:Caldecott_award,lexile:670,lexile_range:601-700,lexile_code:AD,age:min:2,age:max:5,grade:min:Preschool,grade:max:3"
The Bremen town musicians,"Fairy tales,Folklore,Donna Harsh Collection,Caldecott Honor Book 1981,Children's fiction,Musicians, fiction,Picture books,Animals, fiction,collectionID:caldecotthonor80,Germany, fiction,Juvenile,award:Caldecott_award,lexile:660,lexile_range:601-700,age:min:3,age:max:7,grade:min:Preschool,grade:max:2"
Rain,"Patience,Rain and rainfall,Picture books,Grandparent and child,Fiction,Children's fiction,Rain and rainfall, fiction"
The Hundred and One Dalmatians,"Children's fiction,Picture books,Dogs, fiction"
Those Magnificent Sheep In Their Flying Machine,"Sheep,Stories in rhyme,Juvenile fiction,Picture storybooks,Airplanes,0-5 years; Fiction; Picture Book; Non-character; Non Tie-in,Picture Storybooks,Children's fiction,Picture books,Sheep, fiction,Airplanes, fiction,Adventure and adventurers, fiction,Juvenile literature,Picture books for children,Fiction,Adventure and adventurers"
Big Dog and Little Dog making a mistake,"Fiction,Dogs,Skunks,Juvenile fiction,Children's fiction,Dogs, fiction,Skunks, fiction,Humorous stories,Animals,Picture books,Beginner,Action & Adventure,Humorous Stories,Reader,JUVENILE FICTION,Perros,Amistad,Cuentos humorosos,Ficción juvenil,Bilingual,Zorrillos,Friendship,Spanish language materials,Bilingual books,Readers"
The moon book,"Juvenile literature,Moon, juvenile literature,Moon,Picture books"
The Gunniwolf,"Children's fiction,Fairy tales,Folklore,Picture books,Flowers, fiction,Jungles, fiction"
Scruffy,"Birthday presents,Juvenile fiction,Birthdays,Fiction,Cats,Picture books for children,Picture books,Cats, fiction,Rescue work, fiction,Birthdays, fiction"
Come over to my house,"Housing,Readers (Elementary),Juvenile poetry,Children's poetry, American,Stories in rhyme,Dwellings,Fiction,Manners and customs,Juvenile fiction,Friendship,Picture books,Children's fiction,Friendship, fiction,Houses, fiction"
Shark in the dark,"Sharks,Fiction,Stories in rhyme,Cooperativeness,Fishes,Children's fiction,Sharks, fiction,Fishes, fiction,Behavior, fiction,Pictorial works,Juvenile fiction,Marine animals,Haie,Meerestiere,Picture books,Marine animals, fiction"
It looked like spilt milk,"Clouds,Hmong language materials,Form perception,Juvenile fiction,Fiction,Bilingual,Juvenile literature,Shapes,Rabbits,Flowers,Children's fiction,Nature, fiction,Bilingual..,Size and shape, fiction,Picture books"
Postman Bear,"Postal service,Pictorial works,Children's stories,Juvenile fiction,Specimens,Board books,Lift-the-flap books,Bears,Toys and movable books,Children's fiction,Toy and movable books,Stories in rhyme,Picture books"
Just you and me,"Geese,Fiction,Animals,Storms,Juvenile fiction,Children's fiction,Animals, fiction,Picture books,Geese, fiction,Storms, fiction,Picture books for children"
"I Love You, My Bunnies","Children: Kindergarten,Rabbits, fiction,Cartoons and comics,Children's fiction,Juvenile fiction,Rabbits,Mother and child, fiction,Picture books,Valentine's day, fiction,Easter, fiction,Siblings, fiction"
Boogie Bear,"Children's fiction,Picture books"
Caillou,"Caillou (Fictitious character),Juvenile fiction,Pictorial works,Maternal Love,Love,Romance fiction,Fiction,Sleep,Fear,Emotions, juvenile literature,Sleep, juvenile literature,Picture books"
Guess How Much I Love You in the Summer,"Fiction,Love,Fathers and sons,Hares,Summer,Autumn,Winter,Romance fiction,Children's stories,Juvenile fiction,Pictorial works,Children's fiction,Love, fiction,Summer, fiction,Child and youth fiction,Picture books"
Hide and Seek Pig,"Juvenile fiction,Swine,Toy and movable books,Board books,Children's fiction,Stories in rhyme,Picture books"
Clown Fish,"Fishes,Fishes, juvenile literature,Anemonefishes,Juvenile literature,Picture books"
Chu's day at the beach,"Sneezing,Pandas,Beaches,Fiction,Children's stories,Juvenile fiction,Pictorial works,JUVENILE FICTION / General,JUVENILE FICTION / Animals / General,JUVENILE FICTION / Family / General (see also headings under Social Issues),Children's fiction,Pandas, fiction,Picture books"
Chu's First Day of School,"Individuality,First day of school,Schools,Juvenile fiction,Pandas,Fiction,Animals,Ability,Children's fiction,Pandas, fiction,First day of school, fiction,Animals, fiction,Picture books,Child and youth fiction"
Prince Bertram the Bad,"Fairy tales,Children's stories,Behavior,Fiction,Political Repression,Special Subjects In Art,1978-,Blacks,Politics and government,Race relations,South Africa,Politics/International Relations,Picture books,Children's fiction"
Love Is My Favorite Thing,"Juvenile fiction,Romance fiction,Dogs,Behavior,Children's fiction,Dogs, fiction,Love, fiction,Behavior, fiction,Picture books,Love,Dogs -- Juvenile fiction"
Love Monster And The Last Chocolate,"Juvenile fiction,Monsters,Pictorial works,Children's fiction,Picture books,Fiction,Sharing,Chocolate,Monsters, fiction,Sharing, fiction"
Benjamin And The Super Spectacles,"Juvenile fiction,Eyeglasses,Rabbits,Fiction,Children's fiction,Picture books,Children's stories,Pictorial works,Rabbits, fiction,Eyeglasses, fiction"
Little Miss Muffet Counts to Ten,"Children's poetry, English,Counting-out rhymes,Pictorial works,Countingbooks,Picture books,Children's fiction,Stories in rhyme,Counting books,Juvenile fiction,Counting,Tales,Masallar"
Where have you been?,"Stories in rhyme,Animals,Fiction,Nursery rhymes,Poetry,Juvenile poetry,Picture books,Animals, fiction,Children's fiction,Animals, poetry,Family life, fiction,Adventure and adventurers, fiction,Large type books"
Grace for president,"Presidents,Juvenile fiction,Political campaigns,Elections,Election,Schools,1000blackgirlbooks,Fiction,Sexism,School stories,Children's fiction,Cartoons and comics,Élections,Romans, nouvelles, etc. pour la jeunesse,Écoles,Sexisme,Presidents, united states, fiction,Elections, fiction,Schools, fiction,Picture books"
Ivy + Bean doomed to dance,"Fiction,Ballet,Friendship,Best friends,Children's fiction,Friendship, fiction,Neighbors, fiction,Picture books,Juvenile fiction,Ivy (Fictitious character : Barrows),Chapter Books,Social Themes,Bean (Fictitious character : Barrows),Reader,Ballet, fiction"
Library Mouse,"Children's fiction,Libraries, fiction,Mice, fiction,Picture books"
Franklin's Library Book,"Libraries,Livres d'images pour enfants,Animals,Picture books,Lost and found possessions,Benjamin (Personnage fictif : Bourgeois),Juvenile fiction,Fiction,Books and reading,Bibliotheques,Franklin (Fictional character : Bourgeois),Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Franklin (Fictitious character : Bourgeois),Livres et lecture,Horror stories,Children's fiction,Franklin (fictitious character : bourgeois), fiction,Libraries, fiction,Books and reading, fiction"
"Iggy Peck, Architect","picture book,juvenile fiction,inventions,architects,Building,Schools,School field trips,Fiction,Stories in rhyme,Byggnader,Juvenile fiction,Picture books for children,Pictorial works,Children's fiction,Building, fiction,Picture books,Schools, fiction,School stories,General"
Franklin and the Big Kid,"Picture books,Turtles,Fiction,Friendship,Franklin (Fictitious character : Bourgeois),Children's fiction,Turtles, fiction,Franklin (fictitious character : bourgeois), fiction"
Miffy at the seaside,"Rabbits,Juvenile fiction,Miffy (Fictitious character),Fiction,Stories in rhyme,Pictorial works,Beaches,Dutch fiction,Translations into English,Children's stories, Dutch,Translations English,Children's fiction,Picture books,Adventure and adventurers, fiction,Animals, fiction,Rabbits, fiction"
Mrs. McNosh Hangs Up Her Wash,"Stories in rhyme,Humorous stories,Children's fiction,Wit and humor,Picture books for children,Picture books"
Horatio's bed,"Beds,Fiction,French language materials,Juvenile fiction,Toys,Rabbits,Picture books,Bears,Friendship,Sleep,Picture books for children,Children's fiction,Sleep, fiction"
Geraldine's big snow,"Fiction,Pigs,Snow,Juvenile fiction,Picture books,Children's fiction,Girls, fiction,Pigs, fiction"
Kermit the Hermit,"Crabs,Stories in rhyme,Juvenile fiction,Fiction,Children's fiction,Picture books,Crabs, fiction"
Your world,"Aeronautics,Agriculture,Building,Fairs,Farms,Juvenile literature,Picture books,Postal service,Ships,Building, juvenile literature,Agriculture, juvenile literature"
Buttermilk,"Rabbits,Picture books,Fiction,Night,Fear,Monsters,Rabbits, fiction,Night, fiction,Fear, fiction,Children's fiction"
Curious George goes to the hospital,"Fiction,Monkeys,Juvenile fiction,Hospitals,Curious George (Fictitious character),Medical fiction,Juvenile Literature,Curiosity,Picture books for children,Monkeys, fiction,Picture books,Children's fiction,Curious george (fictitious character), fiction"
Earl's Too Cool for Me,"Stories in rhyme,Picture books,Children's fiction,Gorilla, fiction"
B Is for Bulldozer,"Building,Construction equipment,Alphabet,Fiction,Stories in rhyme,Juvenile fiction,Roller coasters,Construction equipment, fiction,Building, fiction,Alphabet books,Children's fiction,Picture books,Toy and movable books"
Obadiah the Bold,"Fiction,Quakers,Juvenile fiction,Children's fiction,Picture books,Society of friends, fiction"
Baby Booky,"Juvenile Fiction,Children: Babies Toddlers,Children's fiction,Love, fiction,Family life, fiction,Picture books for children,Picture books,Love,Infants"
Watch out! Big Bro's coming!,"Jungle animals,Brothers,Juvenile fiction,Fiction,Fear,Mice,Size,Human behavior,Children's fiction,Jungle animals, fiction,Fear, fiction,Size and shape, fiction,Mice, fiction,Animals,Picture books,Size perception,Picture books for children,Pictorial works"
My Day,"Juvenile literature,Vocabulary,Pictorial works,Vocabulary, juvenile literature,Picture books,Toy and movable books,Board books,Specimens,Pictorial worksJuvenile literature,English language, juvenile literature"
My Presents,"Toy and movable books,Gifts,Juvenile fiction,Birthdays,Children's fiction,Picture books,Specimens,Lift-the-flap books"
Come and Have Fun,"Picture books,Fiction,Cats,Mice,Juvenile fiction,Public schools,Children's fiction,Primers,Animals, fiction"
Spot,"School stories,Picture books,Spot (Fictitious character),Juvenile fiction,Dogs,Fiction,Games,Games, juvenile literature,Children's fiction,Dogs, fiction"
What do bunnies do all day?,"Juvenile fiction,Rabbits,Fiction,Children's fiction,Rabbits, fiction,Picture books"
Flip and the Morning,"1951-1965,Wesley Dennis,The Viking Press,Horses,Farm,Animals,Fiction,Juvenile fiction,Children's fiction,Ponies, fiction,Horses, fiction,Picture books"
